time,open,high,low,close,volume,ticker,comGroupCode,organName,organShortName,organTypeCode,comTypeCode,icbName,icbNamePath,sector,industry,group,subgroup,icbCode
2024-04-24,7600,7700,7500,7600,753700,ABB,UPCOM,Ngân hàng Thương mại Cổ phần An Bình,Ngân hàng An Bình,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,17450,18000,17300,17650,10237200,EIB,HOSE,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Eximbank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,10600,10900,10600,10900,186900,BVB,UPCOM,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng Bản Việt,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,11200,11300,11000,11100,6000,KLB,UPCOM,Ngân hàng Thương mại Cổ phần Kiên Long,KienlongBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,20600,21050,20500,21050,5692700,LPB,HOSE,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LienVietPostBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,13700,13850,13650,13750,5129000,MSB,HOSE,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,16500,16650,16400,16600,1489800,NAB,UPCOM,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,12100,12200,12000,12200,3900,BAB,HNX,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng Bắc Á,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,8900,9100,8900,9000,92600,NVB,HNX,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,13550,13900,13550,13850,1665500,OCB,HOSE,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Phương Đông,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,17900,18200,17900,18100,9700,PGB,UPCOM,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,PG Bank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,13300,13500,13300,13400,2700,SGB,UPCOM,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Sài Gòn Công thương,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,8700,8900,8600,8800,620600,VAB,UPCOM,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng Việt Á,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,9600,9700,9600,9600,2000,VBB,UPCOM,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VietBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355
2024-04-24,37500,38450,37500,38400,14900,ACG,HOSE,Công ty Cổ phần Gỗ An Cường,Gỗ An Cường,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,63000,63100,62500,63000,18700,CAP,HNX,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,Lâm nông sản Yên Bái,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,38800,39300,38700,39100,44600,DHC,HOSE,Công ty Cổ phần Đông Hải Bến Tre,Đông Hải Bến Tre,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,1850,1910,1840,1890,1203800,DLG,HOSE,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Đức Long Gia Lai,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,11600,11600,10950,11550,7200,GTA,HOSE,Công ty Cổ phần Chế biến Gỗ Thuận An,Gỗ Thuận An,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,4660,4700,4640,4690,118300,HAP,HOSE,Công ty Cổ phần Tập Đoàn Hapaco,Tập đoàn Hapaco,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,9590,9590,9300,9490,199800,HHP,HOSE,Công ty Cổ phần HHP Global,Giấy Hoàng Hà Hải Phòng,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,65600,65600,64000,65000,350000,PTB,HOSE,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,15000,15700,14600,15450,67700,SAV,HOSE,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,11200,11400,11200,11350,27700,SVT,HOSE,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Công nghệ SG Viễn Đông,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,3850,3950,3800,3900,1178800,TTF,HOSE,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Gỗ Trường Thành,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,5880,5900,5730,5900,10900,VID,HOSE,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Viễn Đông,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,16900,16900,14400,14400,2400,VIF,HNX,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp Việt Nam,DN,CT,Lâm sản và Chế biến gỗ,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Lâm sản và Chế biến gỗ,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733
2024-04-24,78000,80300,78000,80300,400,GVT,UPCOM,Công ty Cổ phần Giấy Việt Trì,Giấy Việt Trì,DN,CT,Sản xuất giấy,Nguyên vật liệu/Tài nguyên Cơ bản/Lâm nghiệp và Giấy/Sản xuất giấy,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,1737
2024-04-24,4500,4500,4300,4400,120700,HSV,UPCOM,Công ty Cổ phần Tập đoàn HSV Việt Nam,Gang Thép Hà Nội,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,19400,19800,18200,19500,124300,BCA,UPCOM,Công ty cổ phần B.C.H,Công ty B.C.H,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,8000,8000,8000,8000,100,CBI,UPCOM,Công ty Cổ phần Gang thép Cao Bằng,Gang thép Cao Bằng,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,13500,13500,13500,13500,400,DTL,HOSE,Công ty Cổ phần Đại Thiên Lộc,Đại Thiên Lộc,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,11800,11950,11800,11950,600,HMC,HOSE,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí TP.HCM,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,19500,19900,19300,19650,6088300,HSG,HOSE,Công ty Cổ phần Tập đoàn Hoa Sen,Tập đoàn Hoa Sen,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,2800,3000,2800,3000,63700,ITQ,HNX,Công ty Cổ phần Tập đoàn Thiên Quang,Tập đoàn Thiên Quang,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,7800,7800,6700,6700,200,KKC,HNX,Công ty Cổ phần Tập đoàn Thành Thái,Tập đoàn Thành Thái,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,2000,2000,1900,2000,51100,KVC,UPCOM,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,XNK Inox Kim Vĩ,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,21750,22500,21650,22350,6442200,NKG,HOSE,Công ty Cổ phần Thép Nam Kim,Thép Nam Kim,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,3800,3900,3700,3900,100900,PAS,UPCOM,Công ty Cổ phần Quốc tế Phương Anh,Quốc tế Phương Anh,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,2820,2880,2760,2770,1191000,POM,HOSE,Công ty Cổ phần Thép Pomina,Thép Pomina,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,4230,4560,4230,4510,26600,SHA,HOSE,Công ty Cổ phần Sơn Hà Sài Gòn,Sơn Hà Sài Gòn,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,5300,5400,5000,5200,88600,NSH,HNX,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nhôm Sông Hồng,DN,CT,Nhôm,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Nhôm,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Nhôm,1753
2024-04-24,15000,15000,14700,14950,493800,SHI,HOSE,Công ty Cổ phần Quốc tế Sơn Hà,Quốc tế Sơn Hà,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,11750,12200,11650,12200,1751400,SMC,HOSE,Công ty Cổ phần Đầu tư Thương mại SMC,Đầu tư Thương mại SMC,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,21500,21500,21000,21500,20500,TDS,UPCOM,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,Thép Thủ Đức,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,4200,4200,4100,4100,29100,TIS,UPCOM,Công ty Cổ phần Gang thép Thái Nguyên,Gang thép Thái Nguyên,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,6400,6500,5600,5900,117100,TKG,HNX,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,SX và T.Mại Tùng Khánh,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,7030,7320,6900,7280,730300,TLH,HOSE,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Thép Tiến Lên,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,6100,6120,5700,5760,27700,TNA,HOSE,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,XNK Thiên Nam,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,2520,2550,2350,2410,575300,TNI,HOSE,Công ty Cổ phần Tập đoàn Thành Nam,Tập đoàn Thành Nam,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,9490,9490,9000,9000,24900,VCA,HOSE,Công ty Cổ phần Thép VICASA - VNSTEEL,Thép VICASA - VNSTEEL,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,23500,25300,23500,25100,1231900,VGS,HNX,Công ty Cổ phần Ống thép Việt Đức VG PIPE,Ống thép Việt Đức,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,5600,5700,5600,5700,45500,TVN,UPCOM,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Thép Việt Nam,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757
2024-04-24,26200,26900,26200,26600,56200,CST,UPCOM,Công ty Cổ phần Than Cao Sơn - TKV,Than Cao Sơn - TKV,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,18900,18900,18900,18900,100,AMC,HNX,Công ty Cổ phần Khoáng sản Á Châu,Khoáng sản Á Châu,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,17300,17950,17000,17100,57400,BMC,HOSE,Công ty Cổ phần Khoáng sản Bình Định,Khoáng sản Bình Định,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,8100,8200,8000,8200,5400,KCB,UPCOM,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Khoáng Sản Luyện Kim Cao Bằng,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,9550,10050,9550,10000,107800,DHM,HOSE,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Khoáng sản Dương Hiếu,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,12900,13100,12900,13000,2100,HLC,HNX,Công ty Cổ phần Than Hà Lầm - Vinacomin,Than Hà Lầm,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,19900,20850,19900,20850,1618800,KSB,HOSE,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Khoáng sản Bình Dương,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,2600,2700,2600,2700,335900,KSQ,HNX,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Việt Nam,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,27800,28400,27800,28400,400,KSV,HNX,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,2500,2600,2500,2500,76900,LCM,UPCOM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khoáng sản Lào Cai,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,11300,11300,11300,11300,300,MDC,HNX,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,15000,15000,15000,15000,800,MIC,UPCOM,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,4200,4300,3500,4200,7800,MTA,UPCOM,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,13800,14000,13800,14000,115000,MSR,UPCOM,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,11900,12100,11900,12100,108700,NBC,HNX,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,7000,7000,7000,7000,300,SHN,HNX,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Đầu tư Tổng hợp Hà Nội,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,2400,2400,2400,2400,4300,SPI,HNX,Công ty Cổ phần Spiral Galaxy,Đá Spilít,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,7400,7400,7400,7400,100,SQC,UPCOM,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Khoáng sản SG-Quy Nhơn,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,9800,9800,9600,9800,152600,TC6,HNX,Công ty Cổ phần Than Cọc Sáu - Vinacomin,Than Cọc Sáu,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,13100,13200,13100,13100,93400,TDN,HNX,Công ty Cổ phần Than Đèo Nai - Vinacomin,Than Đèo Nai,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,12900,13000,12700,12900,27200,THT,HNX,Công ty Cổ phần Than Hà Tu - Vinacomin,Than Hà Tu,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,5380,5400,5250,5250,201500,TNT,HOSE,Công ty Cổ phần Tập đoàn TNT,Tập đoàn TNT,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
2024-04-24,13400,13700,13300,13700,12900,TVD,HNX,Công ty Cổ phần Than Vàng Danh - Vinacomin,Than Vàng Danh,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,77500,77500,75000,77200,4600,CLM,HNX,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Xuất nhập khẩu Than - Vinacomin,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,82000,82800,82000,82100,20900,TMB,HNX,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Than Miền Bắc - Vinacomin,DN,CT,Khai thác Than,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai thác Than,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771
2024-04-24,14300,14800,14150,14550,650900,VPG,HOSE,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Đầu tư TMại XNK Việt Phát,DN,CT,Khai khoáng,Nguyên vật liệu/Tài nguyên Cơ bản/Khai khoáng/Khai khoáng,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775
